id,objet,variable,valeur,operateur,date,annotations,fichier,methode,groupe_variables,heure,commentaire,code,type,parent,surface,cepage,clone_cepage,portegreffe,clone_portegreffe,date_debut,date_fin,densite_plantation,orientation,entre_rangs,entre_ceps,mode_conduite,systeme_taille,nb_rangs,nb_souches,piquets,geometry,description,surgreffage,rang,position_rang,groupeAccess,nom,region,type_sol,cadastre,profondeur_sol,adresse,label,systeme_irrigation,date_install_si
80277,106-RV-BOUQUET,ProductionAnnuelle,3712.6,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,106-RV-BOUQUET,parcelle,106,1.3609999,\N,collection,\N,\N,2012-05-01 00:00:00,\N,\N,135,\N,\N,\N,\N,\N,\N,fer,\N,\N,f,\N,\N,public,\N,Les Colombiers,NA,NA,\N,NA,traitement,\N,\N
80294,57-MERLOT,ProductionAnnuelle,5035,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
80295,57-MERLOT-sp,ProductionAnnuelle,2404.9,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,57-MERLOT-sp,sous-parcelle-culturale,57-MERLOT,0.34540001,Merlot,181,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,\N,bois,\N,\N,\N,\N,\N,public,\N,Littorale,\N,\N,\N,\N,\N,t,\N
80297,57-VDQA-G05-B,ProductionAnnuelle,370.2,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,57-VDQA-G05-B,sous-parcelle-culturale,57-MERLOT,0.024499999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2010-06-01 00:00:00,\N,\N,\N,2.5,1,espalier,guyot,\N,96,bois,\N,\N,\N,\N,\N,VDQA,\N,Littorale,\N,\N,\N,\N,\N,\N,\N
80299,57-VDQA-G14-N,ProductionAnnuelle,395.4,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,57-VDQA-G14-N,sous-parcelle-culturale,57-MERLOT,0.0218,\N,\N,SO4 = Sélection Oppenheim 4,\N,2010-06-01 00:00:00,\N,\N,\N,2.5,1,espalier,guyot,\N,87,bois,\N,\N,\N,\N,\N,VDQA,\N,Littorale,\N,\N,\N,\N,\N,\N,\N
80296,57-VDQA-G02-N,ProductionAnnuelle,537.5,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,57-VDQA-G02-N,sous-parcelle-culturale,57-MERLOT,0.0229,\N,\N,SO4 = Sélection Oppenheim 4,\N,2010-06-01 00:00:00,\N,\N,\N,2.5,1,espalier,guyot,\N,91,bois,\N,\N,\N,\N,\N,VDQA,\N,Littorale,\N,\N,\N,\N,\N,\N,\N
80315,72-MOURVEDRE,ProductionAnnuelle,5886.4,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,72-MOURVEDRE,parcelle,72,1.1684,\N,\N,140 Ru = Ruggeri 140,\N,1999-04-01 00:00:00,\N,\N,\N,2.5,1,NA,NA,53,4691,bois,\N,\N,f,\N,\N,public,\N,La Clape,NA,NA,\N,NA,traitement,t,\N
80316,72-MOURVEDRE-sp,ProductionAnnuelle,1085,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,72-MOURVEDRE-sp,sous-parcelle-culturale,72-MOURVEDRE,0.2244,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,NA,NA,\N,\N,NA,\N,\N,f,\N,\N,public,\N,La Clape,NA,NA,\N,NA,traitement,f,\N
80317,72-NV-68-11-CABESTREL,ProductionAnnuelle,115.2,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,72-NV-68-11-CABESTREL,sous-parcelle-culturale,72-MOURVEDRE,0.0228,Cabestrel,\N,\N,\N,2008-04-01 00:00:00,\N,\N,135,2.5,1,espalier,guyot,\N,85,fer,\N,surgreffage sur mourvedre,\N,\N,\N,public,\N,La Clape,\N,\N,\N,\N,\N,\N,\N
80318,72-NV-MARSELAN,ProductionAnnuelle,133.2,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,72-NV-MARSELAN,sous-parcelle-culturale,72-MOURVEDRE,0.0206,Marselan,\N,\N,\N,2008-04-01 00:00:00,\N,\N,135,2.5,1,espalier,guyot,\N,84,fer,\N,surgreffage sur mourvedre,f,\N,\N,public,\N,La Clape,NA,NA,\N,NA,traitement,\N,\N
80319,72-SYRAH,ProductionAnnuelle,4553,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,72-SYRAH,sous-parcelle-culturale,72-MOURVEDRE,0.84750003,Syrah,777,\N,\N,2012-06-01 00:00:00,\N,\N,\N,2.5,1,espalier,guyot,\N,4521,fer,\N,surgreffage sur mourvedre avec Syrah,\N,\N,\N,public,\N,La Clape,\N,\N,\N,\N,\N,\N,\N
80336,85-RESDUR,ProductionAnnuelle,1556.5,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,85-RESDUR,parcelle,85,0.28560001,\N,\N,\N,\N,2010-04-01 00:00:00,\N,\N,135,2.2,1,espalier,guyot,\N,\N,bois,\N,\N,f,\N,\N,RESDUR,\N,La Clape,NA,NA,\N,NA,traitement,t,\N
80337,85-RUN,ProductionAnnuelle,2176.1,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,85-RUN,parcelle,85,0.33219999,\N,\N,\N,\N,2010-04-01 00:00:00,\N,\N,135,2.2,1,espalier,guyot,\N,\N,bois,\N,\N,\N,\N,\N,RUN,\N,La Clape,\N,\N,\N,\N,\N,t,\N
80375,106-3159B,RendementAnnuel,2058,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,106-3159B,sous-parcelle-culturale,106-RV-BOUQUET,0.52200001,3159-2-12-B,\N,140 Ru = Ruggeri 140,\N,2012-05-01 00:00:00,\N,\N,\N,\N,0.89999998,\N,\N,\N,\N,fer,\N,\N,\N,\N,\N,public,\N,Les Colombiers,\N,\N,\N,\N,\N,\N,\N
80376,106-3160N,RendementAnnuel,1758,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,106-3160N,sous-parcelle-culturale,106-RV-BOUQUET,0.34909999,3160-12-3-N,\N,140 Ru = Ruggeri 140,\N,2012-05-01 00:00:00,\N,\N,\N,\N,0.89999998,\N,\N,\N,\N,fer,\N,\N,\N,\N,\N,public,\N,Les Colombiers,\N,\N,\N,\N,\N,\N,\N
80377,106-3160N-LP,RendementAnnuel,2365,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,106-3160N-LP,sous-parcelle-culturale,106-3160N,0.15270001,3160-12-3-N,\N,140 Ru = Ruggeri 140,\N,2012-05-01 00:00:00,\N,\N,\N,3,0.89999998,lyre_pliable,cordon,\N,\N,fer,\N,\N,\N,\N,\N,public,\N,Les Colombiers,\N,\N,\N,\N,\N,\N,\N
80378,106-3176N,RendementAnnuel,4469,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,106-3176N,sous-parcelle-culturale,106-RV-BOUQUET,0.45300001,3176-21-11-N,\N,140 Ru = Ruggeri 140,\N,2012-05-01 00:00:00,\N,\N,\N,\N,0.89999998,\N,\N,\N,\N,fer,\N,\N,\N,\N,\N,public,\N,Les Colombiers,\N,\N,\N,\N,\N,\N,\N
80379,106-3176N-ESP,RendementAnnuel,3870,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,106-3176N-ESP,sous-parcelle-culturale,106-3176N,0.1593,3176-21-11-N,\N,140 Ru = Ruggeri 140,\N,2012-05-01 00:00:00,\N,\N,\N,2.5,0.89999998,espalier,\N,\N,\N,fer,\N,\N,\N,\N,\N,public,\N,Les Colombiers,\N,\N,\N,\N,\N,\N,\N
80380,106-3176N-LP,RendementAnnuel,7264,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,106-3176N-LP,sous-parcelle-culturale,106-3176N,0.1533,3176-21-11-N,\N,140 Ru = Ruggeri 140,\N,2012-05-01 00:00:00,\N,\N,\N,3,0.89999998,lyre_pliable,cordon,\N,\N,fer,\N,\N,\N,\N,\N,public,\N,Les Colombiers,\N,\N,\N,\N,\N,\N,\N
80381,106-3176N-TM,RendementAnnuel,2098,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,106-3176N-TM,sous-parcelle-culturale,106-3176N,0.14040001,3176-21-11-N,\N,140 Ru = Ruggeri 140,\N,2012-05-01 00:00:00,\N,\N,\N,3,0.89999998,taille_minimale,taille_minimale,\N,\N,fer,\N,\N,\N,\N,\N,public,\N,Les Colombiers,\N,\N,\N,\N,\N,\N,\N
80399,57-MERLOT,RendementAnnuel,9103,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
80400,57-MERLOT-sp,RendementAnnuel,6963,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,57-MERLOT-sp,sous-parcelle-culturale,57-MERLOT,0.34540001,Merlot,181,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,\N,bois,\N,\N,\N,\N,\N,public,\N,Littorale,\N,\N,\N,\N,\N,t,\N
80420,72-MOURVEDRE,RendementAnnuel,5038,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,72-MOURVEDRE,parcelle,72,1.1684,\N,\N,140 Ru = Ruggeri 140,\N,1999-04-01 00:00:00,\N,\N,\N,2.5,1,NA,NA,53,4691,bois,\N,\N,f,\N,\N,public,\N,La Clape,NA,NA,\N,NA,traitement,t,\N
80401,57-VDQA-G02-N,RendementAnnuel,23472,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,57-VDQA-G02-N,sous-parcelle-culturale,57-MERLOT,0.0229,\N,\N,SO4 = Sélection Oppenheim 4,\N,2010-06-01 00:00:00,\N,\N,\N,2.5,1,espalier,guyot,\N,91,bois,\N,\N,\N,\N,\N,VDQA,\N,Littorale,\N,\N,\N,\N,\N,\N,\N
80402,57-VDQA-G05-B,RendementAnnuel,15110,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,57-VDQA-G05-B,sous-parcelle-culturale,57-MERLOT,0.024499999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2010-06-01 00:00:00,\N,\N,\N,2.5,1,espalier,guyot,\N,96,bois,\N,\N,\N,\N,\N,VDQA,\N,Littorale,\N,\N,\N,\N,\N,\N,\N
80404,57-VDQA-G14-N,RendementAnnuel,18138,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,57-VDQA-G14-N,sous-parcelle-culturale,57-MERLOT,0.0218,\N,\N,SO4 = Sélection Oppenheim 4,\N,2010-06-01 00:00:00,\N,\N,\N,2.5,1,espalier,guyot,\N,87,bois,\N,\N,\N,\N,\N,VDQA,\N,Littorale,\N,\N,\N,\N,\N,\N,\N
80382,106-RV-BOUQUET,RendementAnnuel,2728,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,106-RV-BOUQUET,parcelle,106,1.3609999,\N,collection,\N,\N,2012-05-01 00:00:00,\N,\N,135,\N,\N,\N,\N,\N,\N,fer,\N,\N,f,\N,\N,public,\N,Les Colombiers,NA,NA,\N,NA,traitement,\N,\N
80421,72-MOURVEDRE-sp,RendementAnnuel,4835,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,72-MOURVEDRE-sp,sous-parcelle-culturale,72-MOURVEDRE,0.2244,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,NA,NA,\N,\N,NA,\N,\N,f,\N,\N,public,\N,La Clape,NA,NA,\N,NA,traitement,f,\N
80422,72-NV-68-11-CABESTREL,RendementAnnuel,5053,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,72-NV-68-11-CABESTREL,sous-parcelle-culturale,72-MOURVEDRE,0.0228,Cabestrel,\N,\N,\N,2008-04-01 00:00:00,\N,\N,135,2.5,1,espalier,guyot,\N,85,fer,\N,surgreffage sur mourvedre,\N,\N,\N,public,\N,La Clape,\N,\N,\N,\N,\N,\N,\N
80423,72-NV-MARSELAN,RendementAnnuel,6466,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,72-NV-MARSELAN,sous-parcelle-culturale,72-MOURVEDRE,0.0206,Marselan,\N,\N,\N,2008-04-01 00:00:00,\N,\N,135,2.5,1,espalier,guyot,\N,84,fer,\N,surgreffage sur mourvedre,f,\N,\N,public,\N,La Clape,NA,NA,\N,NA,traitement,\N,\N
80424,72-SYRAH,RendementAnnuel,5372,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,72-SYRAH,sous-parcelle-culturale,72-MOURVEDRE,0.84750003,Syrah,777,\N,\N,2012-06-01 00:00:00,\N,\N,\N,2.5,1,espalier,guyot,\N,4521,fer,\N,surgreffage sur mourvedre avec Syrah,\N,\N,\N,public,\N,La Clape,\N,\N,\N,\N,\N,\N,\N
80441,85-RESDUR,RendementAnnuel,5450,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,85-RESDUR,parcelle,85,0.28560001,\N,\N,\N,\N,2010-04-01 00:00:00,\N,\N,135,2.2,1,espalier,guyot,\N,\N,bois,\N,\N,f,\N,\N,RESDUR,\N,La Clape,NA,NA,\N,NA,traitement,t,\N
80442,85-RUN,RendementAnnuel,6551,\N,2017-12-31,\N,\N,Calcul,ProdRdtRaisinAnnuel,\N,NA,85-RUN,parcelle,85,0.33219999,\N,\N,\N,\N,2010-04-01 00:00:00,\N,\N,135,2.2,1,espalier,guyot,\N,\N,bois,\N,\N,\N,\N,\N,RUN,\N,La Clape,\N,\N,\N,\N,\N,t,\N
80908,57-MERLOT,Irrigation,11.8,davide.pisano,2017-07-20,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
80909,57-MERLOT,Irrigation,2.7,davide.pisano,2017-07-24,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
80910,57-MERLOT,Irrigation,5,davide.pisano,2017-07-26,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
80911,57-MERLOT,Irrigation,3.1,nicolas.saurin,2017-07-31,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
80912,57-MERLOT,Irrigation,4.7,davide.pisano,2017-07-02,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
80913,57-MERLOT,Irrigation,4.7,davide.pisano,2017-08-08,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
80914,57-MERLOT,Irrigation,4.3,davide.pisano,2017-08-11,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
80915,57-MERLOT,Irrigation,5.4,davide.pisano,2017-08-18,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
80916,57-MERLOT,Irrigation,4.7,davide.pisano,2017-08-25,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
80902,57-MERLOT,Irrigation,0.6,davide.pisano,2017-06-26,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
